Label,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_7164,7164,18,1,1,0,0,0,1.080,35.460,36.540,0.121,7164,18.651,9.254,0,1.765,4.418,0.264,1.307,1.164,4.614,7.347,3.265,4.604,1.061
Track_7165,7165,2,0,0,0,0,0,0.060,35.460,35.520,0.252,7165,3.030,16.647,0,4.204,4.204,4.204,4.204,NaN,3.160,3.268,3.052,3.268,0.108
Track_7166,7166,2,0,0,0,0,0,0.060,35.460,35.520,0.105,7166,6.982,14.419,0,1.750,1.750,1.750,1.750,NaN,3.322,3.525,3.119,3.525,0.203
Track_7167,7167,7,1,1,0,0,0,0.420,35.640,36.060,0.705,7167,2.256,14.854,0,3.840,5.301,1.414,4.578,1.555,4.056,5.532,3.165,3.713,0.777
Track_7168,7168,2,0,0,0,0,0,0.060,35.700,35.760,0.173,7168,10.448,7.610,0,2.884,2.884,2.884,2.884,NaN,3.686,4.350,3.022,4.350,0.664
Track_7169,7169,2,0,0,0,0,0,0.060,35.700,35.760,0.251,7169,13.783,9.309,0,4.190,4.190,4.190,4.190,NaN,3.888,4.029,3.747,4.029,0.141
Track_7170,7170,5,0,0,0,0,0,0.240,35.640,35.880,0.520,7170,14.671,11.664,0,3.103,4.692,0.652,3.764,1.733,3.552,4.752,3.135,3.187,0.620
Track_7171,7171,2,0,0,0,0,0,0.060,35.700,35.760,0.224,7171,18.493,11.881,0,3.736,3.736,3.736,3.736,NaN,3.383,3.439,3.326,3.439,0.057
Track_7172,7172,4,0,0,0,0,0,0.180,35.700,35.880,0.487,7172,7.586,12.416,0,3.064,5.353,1.525,2.314,2.021,3.548,3.901,3.008,3.701,0.332
Track_7173,7173,6,0,0,0,0,0,0.300,35.640,35.940,0.496,7173,13.346,0.426,0,3.221,6.071,1.488,3.085,1.848,4.173,4.748,3.549,4.404,0.442
Track_7174,7174,6,0,0,0,0,0,0.300,35.700,36.000,0.349,7174,11.896,0.668,0,1.742,4.473,0.600,1.150,1.556,5.751,8.392,3.163,6.456,1.655
Track_7175,7175,2,0,0,0,0,0,0.060,35.400,35.460,0.091,7175,6.719,12.775,0,1.524,1.524,1.524,1.524,NaN,3.650,4.275,3.026,4.275,0.625
Track_7176,7176,5,1,1,0,0,0,0.300,35.160,35.460,0.386,7176,5.402,14.138,0,2.603,3.630,1.533,3.202,0.977,3.816,4.708,3.048,3.960,0.618
Track_7177,7177,2,0,0,0,0,0,0.060,35.400,35.460,0.134,7177,1.414,14.458,0,2.239,2.239,2.239,2.239,NaN,3.776,4.200,3.352,4.200,0.424
Track_7178,7178,2,0,0,0,0,0,0.060,35.400,35.460,0.548,7178,4.612,14.320,0,9.138,9.138,9.138,9.138,NaN,3.229,3.343,3.115,3.343,0.114
Track_7179,7179,2,0,0,0,0,0,0.060,35.400,35.460,0.139,7179,10.794,15.598,0,2.311,2.311,2.311,2.311,NaN,3.231,3.409,3.052,3.409,0.179
